suite_size,killed_892,score_892,killed_5,score_5
14,188,75.2,39,15.6
10,187,74.8,32,12.8
15,177,70.8,40,16
15,197,78.8,43,17.2
12,179,71.6,41,16.4
15,188,75.2,47,18.8
14,183,73.2,37,14.8
14,179,71.6,43,17.2
13,189,75.6,41,16.4
16,181,72.4,39,15.6
12,177,70.8,39,15.6
16,173,69.2,39,15.6
19,189,75.6,43,17.2
13,181,72.4,42,16.8
18,185,74,38,15.2
13,178,71.2,42,16.8
15,185,74,44,17.6
16,175,70,39,15.6
13,170,68,38,15.2
16,177,70.8,41,16.4
13,181,72.4,40,16
14,190,76,43,17.2
12,185,74,47,18.8
12,182,72.8,39,15.6
16,185,74,44,17.6
16,183,73.2,43,17.2
16,181,72.4,35,14
14,182,72.8,38,15.2
13,184,73.6,45,18
13,186,74.4,49,19.6
15,181,72.4,31,12.4
10,178,71.2,36,14.4
20,185,74,42,16.8
15,179,71.6,36,14.4
19,182,72.8,47,18.8
11,183,73.2,49,19.6
14,189,75.6,43,17.2
15,189,75.6,42,16.8
21,186,74.4,43,17.2
12,183,73.2,42,16.8
